user_id,education_level,field_of_study,analytical_score,creative_score,social_score,linguistic_score,hands_on_score,simulation_id,simulation_categoria,simulation_nivel_dificultad,simulation_duracion_horas,simulation_industria,label,engagement_probability,source_dataset,sample_type,education_level_encoded,field_of_study_encoded,simulation_categoria_encoded,simulation_nivel_dificultad_encoded,simulation_industria_encoded
cp_617,High School,Engineering,78,33,34,50,83,sim_consultant,Business,Upper-Intermediate,12.0,Business & Management,0,0.26196167255581093,career_paths,negative,1,6,0,4,0
cp_618,PhD,Psychology,68,65,67,81,65,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.5549999999999999,career_paths,positive,3,11,0,2,0
cp_618,PhD,Psychology,68,65,67,81,65,sim_physician,Health,Beginner,4.2,Healthcare,0,0.1745172563305947,career_paths,negative,3,11,4,1,5
cp_618,PhD,Psychology,68,65,67,81,65,sim_data_engineer,STEM,Lower-Intermediate,6.0,Technology,0,0.1782981446224684,career_paths,negative,3,11,7,3,7
cp_619,Bachelor's,Psychology,63,73,82,81,64,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.63,career_paths,positive,0,11,2,3,2
cp_619,Bachelor's,Psychology,63,73,82,81,64,sim_ux_designer,Design,Beginner,3.5,Creative & Design,0,0.3271776325433562,career_paths,negative,0,11,1,1,1
cp_619,Bachelor's,Psychology,63,73,82,81,64,sim_data_engineer,STEM,Lower-Intermediate,6.0,Technology,0,0.202764179352727,career_paths,negative,0,11,7,3,7
cp_620,Bachelor's,Engineering,92,36,55,47,64,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.704,career_paths,positive,0,6,7,2,7
cp_620,Bachelor's,Engineering,92,36,55,47,64,sim_pharmacist,Health,Advanced,13.0,Healthcare,0,0.11541990188173357,career_paths,negative,0,6,4,0,5
cp_620,Bachelor's,Engineering,92,36,55,47,64,"sim_middle,_higher_school_teacher_and_professors",Education,Lower-Intermediate,5.0,Education,0,0.20310318576849426,career_paths,negative,0,6,2,3,2
cp_621,Bachelor's,Arts,90,43,33,49,79,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,1,0.6329999999999999,career_paths,positive,0,0,7,3,7
cp_621,Bachelor's,Arts,90,43,33,49,79,sim_psychologist,Health,Upper-Intermediate,8.7,Healthcare,0,0.2915716623599857,career_paths,negative,0,0,4,4,5
cp_621,Bachelor's,Arts,90,43,33,49,79,sim_physical_therapist,Health,Expert,16.7,Healthcare,0,0.3441956760031968,career_paths,negative,0,0,4,2,5
cp_622,Bachelor's,Computer Science,59,72,89,87,57,sim_professor,Education,Lower-Intermediate,5.1,Education,1,0.745,career_paths,positive,0,3,2,3,2
cp_622,Bachelor's,Computer Science,59,72,89,87,57,sim_data_scientist,STEM,Upper-Intermediate,9.9,Technology,0,0.3885810044177085,career_paths,negative,0,3,7,4,7
cp_622,Bachelor's,Computer Science,59,72,89,87,57,sim_business_manager,Business,Advanced,15.9,Business & Management,0,0.3238661264424928,career_paths,negative,0,3,0,0,0
cp_623,Bachelor's,Arts,78,45,48,55,66,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,1,0.617,career_paths,positive,0,0,7,3,7
cp_623,Bachelor's,Arts,78,45,48,55,66,sim_chartered_accountant,Finance,Beginner,4.8,Finance & Banking,0,0.22865548282505108,career_paths,negative,0,0,3,1,3
cp_623,Bachelor's,Arts,78,45,48,55,66,sim_database_designer,STEM,Advanced,12.3,Technology,0,0.1897357837614873,career_paths,negative,0,0,7,0,7
cp_624,High School,Computer Science,83,43,54,43,85,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.57,career_paths,positive,1,3,7,2,7
cp_624,High School,Computer Science,83,43,54,43,85,sim_project_manager,Business,Advanced,12.6,Business & Management,0,0.13888899705126684,career_paths,negative,1,3,0,0,0
cp_624,High School,Computer Science,83,43,54,43,85,sim_logistics_manager,Business,Beginner,4.0,Business & Management,0,0.28830593033383434,career_paths,negative,1,3,0,1,0
cp_625,Bachelor's,Psychology,84,32,34,40,62,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,0,0.469,career_paths,positive,0,11,7,3,7
cp_625,Bachelor's,Psychology,84,32,34,40,62,"sim_middle,_higher_school_teacher_and_professors",Education,Lower-Intermediate,5.0,Education,0,0.2529649942327019,career_paths,negative,0,11,2,3,2
cp_625,Bachelor's,Psychology,84,32,34,40,62,sim_project_manager,Business,Advanced,12.6,Business & Management,0,0.3033104549332424,career_paths,negative,0,11,0,0,0
cp_626,Bachelor's,Computer Science,89,32,43,51,59,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.6168571428571428,career_paths,positive,0,3,3,0,3
cp_626,Bachelor's,Computer Science,89,32,43,51,59,sim_physical_therapist,Health,Expert,16.7,Healthcare,0,0.1711399469365209,career_paths,negative,0,3,4,2,5
cp_626,Bachelor's,Computer Science,89,32,43,51,59,sim_ux_designer,Design,Beginner,3.5,Creative & Design,0,0.1970932504329837,career_paths,negative,0,3,1,1,1
cp_627,High School,Engineering,78,27,41,66,70,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,0,0.476,career_paths,positive,1,6,3,0,3
cp_627,High School,Engineering,78,27,41,66,70,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,0,0.1876286048495917,career_paths,negative,1,6,0,4,0
cp_627,High School,Engineering,78,27,41,66,70,sim_medical,Health,Upper-Intermediate,10.6,Healthcare,0,0.3392955526523232,career_paths,negative,1,6,4,4,5
cp_628,High School,Finance,93,49,52,52,64,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.71,career_paths,positive,1,7,7,2,7
cp_628,High School,Finance,93,49,52,52,64,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,0,0.15136894445900403,career_paths,negative,1,7,3,0,3
cp_628,High School,Finance,93,49,52,52,64,"sim_para_medical_(physiotherapy,_occupational_theropy,_audio_and_speech_language_theropy,_nursing)",Health,Expert,19.1,Healthcare,0,0.2825416351073487,career_paths,negative,1,7,4,2,5
cp_629,PhD,Science,60,48,45,44,49,sim_data_entry_operator,Other,Beginner,3.1,General,1,0.5599999999999999,career_paths,positive,3,12,6,1,4
cp_629,PhD,Science,60,48,45,44,49,sim_pharmacist,Health,Advanced,13.0,Healthcare,0,0.11540650472773202,career_paths,negative,3,12,4,0,5
cp_629,PhD,Science,60,48,45,44,49,sim_ai_researcher,STEM,Advanced,15.0,Technology,0,0.2648582727705159,career_paths,negative,3,12,7,0,7
cp_630,Bachelor's,Engineering,47,46,46,45,60,sim_data_entry_operator,Other,Beginner,3.1,General,1,0.6819999999999999,career_paths,positive,0,6,6,1,4
cp_630,Bachelor's,Engineering,47,46,46,45,60,sim_database_designer,STEM,Advanced,12.3,Technology,0,0.11917419272591678,career_paths,negative,0,6,7,0,7
cp_630,Bachelor's,Engineering,47,46,46,45,60,sim_marketing_manager,Business,Advanced,12.3,Business & Management,0,0.1527629772363962,career_paths,negative,0,6,0,0,0
cp_631,High School,Finance,59,42,58,54,43,sim_sales_assistant,Other,Beginner,4.1,General,0,0.48999999999999994,career_paths,positive,1,7,6,1,4
cp_631,High School,Finance,59,42,58,54,43,sim_ux_designer,Design,Beginner,3.5,Creative & Design,0,0.13390759061606866,career_paths,negative,1,7,1,1,1
cp_631,High School,Finance,59,42,58,54,43,sim_ux_researcher,STEM,Advanced,14.4,Technology,0,0.20401760616502798,career_paths,negative,1,7,7,0,7
cp_632,Master's,Arts,56,60,88,78,64,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.504,career_paths,positive,2,0,2,3,2
cp_632,Master's,Arts,56,60,88,78,64,sim_economist,Finance,Expert,19.8,Finance & Banking,0,0.20311942531231875,career_paths,negative,2,0,3,2,3
cp_632,Master's,Arts,56,60,88,78,64,sim_database_designer,STEM,Advanced,12.3,Technology,0,0.347925784218477,career_paths,negative,2,0,7,0,7
cp_633,Bachelor's,Arts,48,44,52,57,44,sim_sales_assistant,Other,Beginner,4.1,General,1,0.623,career_paths,positive,0,0,6,1,4
cp_633,Bachelor's,Arts,48,44,52,57,44,sim_software_developer,STEM,Advanced,14.2,Technology,0,0.16770623541415863,career_paths,negative,0,0,7,0,7
cp_633,Bachelor's,Arts,48,44,52,57,44,sim_content_strategist,Business,Beginner,3.3,Business & Management,0,0.1259160225321931,career_paths,negative,0,0,0,1,0
cp_634,Bachelor's,Science,94,45,56,58,73,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.744,career_paths,positive,0,12,7,2,7
cp_634,Bachelor's,Science,94,45,56,58,73,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,0,0.281053537244239,career_paths,negative,0,12,3,0,3
cp_634,Bachelor's,Science,94,45,56,58,73,sim_financial_advisor,Finance,Upper-Intermediate,10.5,Finance & Banking,0,0.3062352098800021,career_paths,negative,0,12,3,4,3
cp_635,High School,Psychology,55,54,43,46,55,sim_data_entry_operator,Other,Beginner,3.1,General,0,0.48999999999999994,career_paths,positive,1,11,6,1,4
cp_635,High School,Psychology,55,54,43,46,55,sim_internal_auditor,Finance,Advanced,16.0,Finance & Banking,0,0.18844708480643615,career_paths,negative,1,11,3,0,3
cp_635,High School,Psychology,55,54,43,46,55,sim_music_teacher,Education,Lower-Intermediate,7.0,Education,0,0.28084423490841315,career_paths,negative,1,11,2,3,2
cp_636,PhD,Science,60,60,47,56,55,sim_sales_assistant,Other,Beginner,4.1,General,1,0.5249999999999999,career_paths,positive,3,12,6,1,4
cp_636,PhD,Science,60,60,47,56,55,sim_primary_teacher,Education,Upper-Intermediate,11.3,Education,0,0.3328169704019932,career_paths,negative,3,12,2,4,2
cp_636,PhD,Science,60,60,47,56,55,sim_ux_designer,Design,Beginner,3.5,Creative & Design,0,0.20426588172283372,career_paths,negative,3,12,1,1,1
cp_637,PhD,Business,49,49,41,48,56,sim_data_entry_operator,Other,Beginner,3.1,General,0,0.44099999999999995,career_paths,positive,3,1,6,1,4
cp_637,PhD,Business,49,49,41,48,56,sim_data_engineer,STEM,Lower-Intermediate,6.0,Technology,0,0.25760615197993353,career_paths,negative,3,1,7,3,7
cp_637,PhD,Business,49,49,41,48,56,sim_content_strategist,Business,Beginner,3.3,Business & Management,0,0.14398998210169603,career_paths,negative,3,1,0,1,0
cp_638,PhD,Commerce,50,49,56,43,55,sim_data_entry_operator,Other,Beginner,3.1,General,0,0.48999999999999994,career_paths,positive,3,2,6,1,4
cp_638,PhD,Commerce,50,49,56,43,55,sim_clerk,Finance,Beginner,3.7,Finance & Banking,0,0.10709404032105412,career_paths,negative,3,2,3,1,3
cp_638,PhD,Commerce,50,49,56,43,55,sim_graphic_designer,Design,Upper-Intermediate,9.6,Creative & Design,0,0.39441039244324894,career_paths,negative,3,2,1,4,1
cp_639,Bachelor's,Business,89,44,54,60,64,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.6829999999999999,career_paths,positive,0,1,7,2,7
cp_639,Bachelor's,Business,89,44,54,60,64,sim_music_teacher,Education,Lower-Intermediate,7.0,Education,0,0.18991925516091102,career_paths,negative,0,1,2,3,2
cp_639,Bachelor's,Business,89,44,54,60,64,sim_marketing_manager,Business,Advanced,12.3,Business & Management,0,0.18367061521654648,career_paths,negative,0,1,0,0,0
cp_640,PhD,Engineering,80,41,40,68,53,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.7874285714285714,career_paths,positive,3,6,3,0,3
cp_640,PhD,Engineering,80,41,40,68,53,sim_database_designer,STEM,Advanced,12.3,Technology,0,0.3919735399519264,career_paths,negative,3,6,7,0,7
cp_640,PhD,Engineering,80,41,40,68,53,sim_music_teacher,Education,Lower-Intermediate,7.0,Education,0,0.31847005712893506,career_paths,negative,3,6,2,3,2
cp_641,Bachelor's,Finance,91,33,41,57,64,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.6325714285714286,career_paths,positive,0,7,3,0,3
cp_641,Bachelor's,Finance,91,33,41,57,64,sim_logistics_manager,Business,Beginner,4.0,Business & Management,0,0.275589366382145,career_paths,negative,0,7,0,1,0
cp_641,Bachelor's,Finance,91,33,41,57,64,sim_devops_engineer,STEM,Lower-Intermediate,6.9,Technology,0,0.3097970185280071,career_paths,negative,0,7,7,3,7
cp_643,Master's,Psychology,46,56,41,48,48,sim_sales_assistant,Other,Beginner,4.1,General,1,0.5529999999999999,career_paths,positive,2,11,6,1,4
cp_643,Master's,Psychology,46,56,41,48,48,sim_chief_financial_officer,Finance,Upper-Intermediate,10.7,Finance & Banking,0,0.3129779700086208,career_paths,negative,2,11,3,4,3
cp_643,Master's,Psychology,46,56,41,48,48,sim_project_manager,Business,Advanced,12.6,Business & Management,0,0.3290007640878948,career_paths,negative,2,11,0,0,0
cp_644,PhD,Business,52,45,45,59,59,sim_data_entry_operator,Other,Beginner,3.1,General,1,0.595,career_paths,positive,3,1,6,1,4
cp_644,PhD,Business,52,45,45,59,59,"sim_middle,_higher_school_teacher_and_professors",Education,Lower-Intermediate,5.0,Education,0,0.120156769425976,career_paths,negative,3,1,2,3,2
cp_644,PhD,Business,52,45,45,59,59,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,0,0.2238494259348664,career_paths,negative,3,1,3,0,3
cp_646,Bachelor's,Business,90,39,52,50,66,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,1,0.6649999999999999,career_paths,positive,0,1,3,0,3
cp_646,Bachelor's,Business,90,39,52,50,66,sim_cybersecurity_analyst,STEM,Lower-Intermediate,5.2,Technology,0,0.18853909534990496,career_paths,negative,0,1,7,3,7
cp_646,Bachelor's,Business,90,39,52,50,66,sim_marketing_manager,Business,Advanced,12.3,Business & Management,0,0.12117089155510166,career_paths,negative,0,1,0,0,0
cp_648,Bachelor's,Arts,86,48,40,59,62,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.6459999999999999,career_paths,positive,0,0,7,2,7
cp_648,Bachelor's,Arts,86,48,40,59,62,sim_physician,Health,Beginner,4.2,Healthcare,0,0.22377969905392864,career_paths,negative,0,0,4,1,5
cp_648,Bachelor's,Arts,86,48,40,59,62,sim_marketing_manager,Business,Advanced,12.3,Business & Management,0,0.28485204562394406,career_paths,negative,0,0,0,0,0
cp_650,High School,Computer Science,41,43,58,45,40,sim_sales_assistant,Other,Beginner,4.1,General,1,0.63,career_paths,positive,1,3,6,1,4
cp_650,High School,Computer Science,41,43,58,45,40,sim_mobile_developer,STEM,Expert,16.9,Technology,0,0.15354930399232564,career_paths,negative,1,3,7,2,7
cp_650,High School,Computer Science,41,43,58,45,40,sim_ai_researcher,STEM,Advanced,15.0,Technology,0,0.19150802316635615,career_paths,negative,1,3,7,0,7
cp_651,High School,Computer Science,56,47,58,60,40,sim_data_entry_operator,Other,Beginner,3.1,General,1,0.63,career_paths,positive,1,3,6,1,4
cp_651,High School,Computer Science,56,47,58,60,40,sim_content_strategist,Business,Beginner,3.3,Business & Management,0,0.29175124657514623,career_paths,negative,1,3,0,1,0
cp_651,High School,Computer Science,56,47,58,60,40,sim_data_scientist,STEM,Upper-Intermediate,9.9,Technology,0,0.27379739726716407,career_paths,negative,1,3,7,4,7
cp_652,PhD,Psychology,79,40,45,57,62,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.5337142857142857,career_paths,positive,3,11,3,0,3
cp_652,PhD,Psychology,79,40,45,57,62,sim_fashion_designer,Design,Beginner,5.0,Creative & Design,0,0.36063563895196726,career_paths,negative,3,11,1,1,1
cp_652,PhD,Psychology,79,40,45,57,62,sim_software_developer,STEM,Advanced,14.2,Technology,0,0.337369290895115,career_paths,negative,3,11,7,0,7
cp_653,PhD,Commerce,55,42,58,51,55,sim_sales_assistant,Other,Beginner,4.1,General,1,0.581,career_paths,positive,3,2,6,1,4
cp_653,PhD,Commerce,55,42,58,51,55,sim_pharmacist,Health,Advanced,13.0,Healthcare,0,0.38968331568580894,career_paths,negative,3,2,4,0,5
cp_653,PhD,Commerce,55,42,58,51,55,sim_physical_therapist,Health,Expert,16.7,Healthcare,0,0.2791579930340132,career_paths,negative,3,2,4,2,5
cp_654,High School,Psychology,55,64,89,78,61,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.598,career_paths,positive,1,11,2,3,2
cp_654,High School,Psychology,55,64,89,78,61,sim_marketing,Business,Beginner,3.0,Business & Management,0,0.30954020992348796,career_paths,negative,1,11,0,1,0
cp_654,High School,Psychology,55,64,89,78,61,sim_actuary,Finance,Advanced,13.1,Finance & Banking,0,0.3581518776443209,career_paths,negative,1,11,3,0,3
cp_657,Master's,Commerce,47,72,85,92,69,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.602,career_paths,positive,2,2,2,3,2
cp_657,Master's,Commerce,47,72,85,92,69,sim_database_designer,STEM,Advanced,12.3,Technology,0,0.35199773344758045,career_paths,negative,2,2,7,0,7
cp_657,Master's,Commerce,47,72,85,92,69,sim_ux_designer,Design,Beginner,3.5,Creative & Design,0,0.31561649260787034,career_paths,negative,2,2,1,1,1
cp_659,Bachelor's,Science,56,75,80,79,61,sim_professor,Education,Lower-Intermediate,5.1,Education,0,0.495,career_paths,positive,0,12,2,3,2
cp_659,Bachelor's,Science,56,75,80,79,61,sim_mobile_developer,STEM,Expert,16.9,Technology,0,0.25007686281219255,career_paths,negative,0,12,7,2,7
cp_659,Bachelor's,Science,56,75,80,79,61,sim_data_engineer,STEM,Lower-Intermediate,6.0,Technology,0,0.18196206646921864,career_paths,negative,0,12,7,3,7
cp_661,High School,Engineering,83,34,51,40,89,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.604,career_paths,positive,1,6,7,2,7
cp_661,High School,Engineering,83,34,51,40,89,sim_ai_specialist,Other,Upper-Intermediate,9.4,General,0,0.3631647261806218,career_paths,negative,1,6,6,4,4
cp_661,High School,Engineering,83,34,51,40,89,sim_financial_advisor,Finance,Upper-Intermediate,10.5,Finance & Banking,0,0.3329966326711915,career_paths,negative,1,6,3,4,3
cp_662,PhD,Arts,92,40,48,68,54,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,1,0.577,career_paths,positive,3,0,3,0,3
cp_662,PhD,Arts,92,40,48,68,54,sim_digital_marketer,Other,Beginner,4.3,General,0,0.35137208558754385,career_paths,negative,3,0,6,1,4
cp_662,PhD,Arts,92,40,48,68,54,sim_business_manager,Business,Advanced,15.9,Business & Management,0,0.14223679544416126,career_paths,negative,3,0,0,0,0
cp_663,PhD,Commerce,71,44,36,43,60,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,1,0.603,career_paths,positive,3,2,7,3,7
cp_663,PhD,Commerce,71,44,36,43,60,sim_primary_teacher,Education,Upper-Intermediate,11.3,Education,0,0.19444386345678238,career_paths,negative,3,2,2,4,2
cp_663,PhD,Commerce,71,44,36,43,60,sim_marketing,Business,Beginner,3.0,Business & Management,0,0.22746551136989537,career_paths,negative,3,2,0,1,0
cp_664,High School,Science,82,49,51,46,74,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.619,career_paths,positive,1,12,7,2,7
cp_664,High School,Science,82,49,51,46,74,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,0,0.35150559169016826,career_paths,negative,1,12,0,4,0
cp_664,High School,Science,82,49,51,46,74,sim_music_teacher,Education,Lower-Intermediate,7.0,Education,0,0.36786600181439666,career_paths,negative,1,12,2,3,2
cp_665,PhD,Psychology,58,73,89,92,59,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.5599999999999999,career_paths,positive,3,11,2,3,2
cp_665,PhD,Psychology,58,73,89,92,59,sim_database_designer,STEM,Advanced,12.3,Technology,0,0.1854678142765859,career_paths,negative,3,11,7,0,7
cp_665,PhD,Psychology,58,73,89,92,59,"sim_para_medical_(physiotherapy,_occupational_theropy,_audio_and_speech_language_theropy,_nursing)",Health,Expert,19.1,Healthcare,0,0.3059287501797294,career_paths,negative,3,11,4,2,5
cp_666,Master's,Psychology,83,32,49,66,51,sim_clerk,Finance,Beginner,3.7,Finance & Banking,1,0.63,career_paths,positive,2,11,3,1,3
cp_666,Master's,Psychology,83,32,49,66,51,sim_data_entry_operator,Other,Beginner,3.1,General,0,0.12334426184576903,career_paths,negative,2,11,6,1,4
cp_666,Master's,Psychology,83,32,49,66,51,sim_marketing_manager,Business,Advanced,12.3,Business & Management,0,0.22287198159062838,career_paths,negative,2,11,0,0,0
cp_667,High School,Computer Science,75,34,57,48,64,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.7825,career_paths,positive,1,3,7,2,7
cp_667,High School,Computer Science,75,34,57,48,64,sim_physician,Health,Beginner,4.2,Healthcare,0,0.24600073232556555,career_paths,negative,1,3,4,1,5
cp_667,High School,Computer Science,75,34,57,48,64,sim_psychologist,Health,Upper-Intermediate,8.7,Healthcare,0,0.3296898444697348,career_paths,negative,1,3,4,4,5
cp_668,Bachelor's,Psychology,92,44,48,66,66,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,0,0.434,career_paths,positive,0,11,3,0,3
cp_668,Bachelor's,Psychology,92,44,48,66,66,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,0,0.3675916710511362,career_paths,negative,0,11,2,3,2
cp_668,Bachelor's,Psychology,92,44,48,66,66,sim_cybersecurity_analyst,STEM,Lower-Intermediate,5.2,Technology,0,0.20118497074733688,career_paths,negative,0,11,7,3,7
cp_669,Master's,Commerce,81,36,56,42,69,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,1,0.5469999999999999,career_paths,positive,2,2,7,3,7
cp_669,Master's,Commerce,81,36,56,42,69,sim_pre_primary_teacher_(2020_nep_and_mental_health),Education,Lower-Intermediate,7.1,Education,0,0.2583216669825704,career_paths,negative,2,2,2,3,2
cp_669,Master's,Commerce,81,36,56,42,69,sim_ux_designer,Design,Beginner,3.5,Creative & Design,0,0.2942344667102573,career_paths,negative,2,2,1,1,1
cp_670,Bachelor's,Engineering,41,42,55,41,49,sim_sales_assistant,Other,Beginner,4.1,General,1,0.5459999999999999,career_paths,positive,0,6,6,1,4
cp_670,Bachelor's,Engineering,41,42,55,41,49,sim_cybersecurity_analyst,STEM,Lower-Intermediate,5.2,Technology,0,0.1986061686840444,career_paths,negative,0,6,7,3,7
cp_670,Bachelor's,Engineering,41,42,55,41,49,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,0,0.39566146395221335,career_paths,negative,0,6,3,0,3
cp_671,Master's,Arts,80,35,46,64,55,sim_clerk,Finance,Beginner,3.7,Finance & Banking,0,0.434,career_paths,positive,2,0,3,1,3
cp_671,Master's,Arts,80,35,46,64,55,sim_medical,Health,Upper-Intermediate,10.6,Healthcare,0,0.36273231387100746,career_paths,negative,2,0,4,4,5
cp_671,Master's,Arts,80,35,46,64,55,sim_embedded_systems_engineer,STEM,Upper-Intermediate,9.3,Technology,0,0.18892084865998499,career_paths,negative,2,0,7,4,7
cp_673,PhD,Arts,93,44,42,64,51,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.7804285714285714,career_paths,positive,3,0,3,0,3
cp_673,PhD,Arts,93,44,42,64,51,sim_ux_researcher,STEM,Advanced,14.4,Technology,0,0.25238386929971457,career_paths,negative,3,0,7,0,7
cp_673,PhD,Arts,93,44,42,64,51,sim_research_analyst,STEM,Advanced,14.2,Technology,0,0.16925218397417333,career_paths,negative,3,0,7,0,7
cp_674,PhD,Arts,95,26,42,55,64,sim_clerk,Finance,Beginner,3.7,Finance & Banking,1,0.574,career_paths,positive,3,0,3,1,3
cp_674,PhD,Arts,95,26,42,55,64,sim_music_teacher,Education,Lower-Intermediate,7.0,Education,0,0.25435117567100046,career_paths,negative,3,0,2,3,2
cp_674,PhD,Arts,95,26,42,55,64,sim_medical,Health,Upper-Intermediate,10.6,Healthcare,0,0.30499970344698546,career_paths,negative,3,0,4,4,5
cp_676,Master's,Computer Science,48,43,41,43,40,sim_sales_assistant,Other,Beginner,4.1,General,1,0.5459999999999999,career_paths,positive,2,3,6,1,4
cp_676,Master's,Computer Science,48,43,41,43,40,sim_psychologist,Health,Upper-Intermediate,8.7,Healthcare,0,0.12565632783789635,career_paths,negative,2,3,4,4,5
cp_676,Master's,Computer Science,48,43,41,43,40,sim_embedded_systems_engineer,STEM,Upper-Intermediate,9.3,Technology,0,0.3610351614421815,career_paths,negative,2,3,7,4,7
cp_677,Master's,Engineering,63,64,90,89,68,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.71,career_paths,positive,2,6,2,3,2
cp_677,Master's,Engineering,63,64,90,89,68,sim_digital_marketer,Other,Beginner,4.3,General,0,0.2781237605339751,career_paths,negative,2,6,6,1,4
cp_677,Master's,Engineering,63,64,90,89,68,sim_logistics_manager,Business,Beginner,4.0,Business & Management,0,0.39688086957310054,career_paths,negative,2,6,0,1,0
cp_678,PhD,Business,90,45,43,51,62,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,1,0.588,career_paths,positive,3,1,3,0,3
cp_678,PhD,Business,90,45,43,51,62,sim_sales_assistant,Other,Beginner,4.1,General,0,0.10767745217485097,career_paths,negative,3,1,6,1,4
cp_678,PhD,Business,90,45,43,51,62,sim_mobile_developer,STEM,Expert,16.9,Technology,0,0.34944950532946967,career_paths,negative,3,1,7,2,7
cp_679,High School,Psychology,70,46,42,43,66,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.709,career_paths,positive,1,11,7,2,7
cp_679,High School,Psychology,70,46,42,43,66,sim_language_teacher,Education,Lower-Intermediate,6.6,Education,0,0.3375889144763643,career_paths,negative,1,11,2,3,2
cp_679,High School,Psychology,70,46,42,43,66,sim_chartered_accountant,Finance,Beginner,4.8,Finance & Banking,0,0.13985575361200972,career_paths,negative,1,11,3,1,3
cp_680,High School,Finance,56,48,43,58,40,sim_data_entry_operator,Other,Beginner,3.1,General,0,0.44799999999999995,career_paths,positive,1,7,6,1,4
cp_680,High School,Finance,56,48,43,58,40,sim_content_strategist,Business,Beginner,3.3,Business & Management,0,0.20059169052502202,career_paths,negative,1,7,0,1,0
cp_680,High School,Finance,56,48,43,58,40,sim_software_engineer,STEM,Expert,20.0,Technology,0,0.36543886091325184,career_paths,negative,1,7,7,2,7
cp_681,Master's,Engineering,84,28,48,62,63,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,1,0.574,career_paths,positive,2,6,3,0,3
cp_681,Master's,Engineering,84,28,48,62,63,sim_fashion_designer,Design,Beginner,5.0,Creative & Design,0,0.2555362885216763,career_paths,negative,2,6,1,1,1
cp_681,Master's,Engineering,84,28,48,62,63,sim_language_teacher,Education,Lower-Intermediate,6.6,Education,0,0.22038444624017173,career_paths,negative,2,6,2,3,2
cp_682,PhD,Arts,84,30,55,55,66,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.6972857142857142,career_paths,positive,3,0,3,0,3
cp_682,PhD,Arts,84,30,55,55,66,sim_pre_primary_teacher_(2020_nep_and_mental_health),Education,Lower-Intermediate,7.1,Education,0,0.37164892967525254,career_paths,negative,3,0,2,3,2
cp_682,PhD,Arts,84,30,55,55,66,sim_ux_designer,Design,Beginner,3.5,Creative & Design,0,0.12800335734311843,career_paths,negative,3,0,1,1,1
cp_683,Master's,Computer Science,49,57,57,42,59,sim_sales_assistant,Other,Beginner,4.1,General,1,0.644,career_paths,positive,2,3,6,1,4
cp_683,Master's,Computer Science,49,57,57,42,59,sim_devops_engineer,STEM,Lower-Intermediate,6.9,Technology,0,0.24193683487067694,career_paths,negative,2,3,7,3,7
cp_683,Master's,Computer Science,49,57,57,42,59,sim_machine_learning_engineer,STEM,Lower-Intermediate,7.2,Technology,0,0.2957122293926057,career_paths,negative,2,3,7,3,7
cp_684,Bachelor's,Business,70,69,79,84,43,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.8379999999999999,career_paths,positive,0,1,0,2,0
